id,severity,dtp_cat,dead_count,injured_count,participants,peop_in_car,veh_category,participant_violations,region,address,exp,child,pedestr,bump,light,village,city,highway,gender,speed,low_distance,op_way,give_way,red_light,bad_grip,bad_visibility,precip,cloudy,fog_snowstorm,houses,yard_exit,r_roadcross,nr_roadcross,school,bridge,industry,mall,long,lat,rwd,awd,fwd,weight,power,vehicle_age,month,d_week,weekday,time_of_day,week,pickup_cluster,distance
2449595,1,Наезд на стоящее ТС,0,1,2,1,0,"Другие нарушения ПДД водителем, Несоблюдение требований ОСАГО",Старорусский район,"г Старая Русса, ул Крестецкая, 109",,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31.380923,57.990706,0,0,1,1200,90,11.0,11,5,1,5,47,6,59.528392777512536
2454042,1,Наезд на пешехода,0,1,2,1,0,Другие нарушения ПДД водителем,Старорусский район,"г Старая Русса, ул Латышских Гвардейцев, 18",6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,31.3358,58.0008,0,0,1,1300,100,15.0,5,4,0,5,21,6,58.178247143096975
2454361,2,Столкновение,0,3,3,2,0,Несоблюдение очередности проезда перекрестков,Старорусский район,"Шимск-Старая Русса-Локня-Невель, 59 км",6.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31.384624,57.89574,0,0,1,1200,75,12.0,8,4,0,6,35,6,70.05576811486513
2454361,2,Столкновение,0,3,3,1,0,,Старорусский район,"Шимск-Старая Русса-Локня-Невель, 59 км",10.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31.384624,57.89574,0,0,1,1200,90,10.0,8,4,0,6,35,6,70.05576811486513
2454362,0,Столкновение,0,1,2,1,1,Несоблюдение очередности проезда перекрестков,Старорусский район,"г Старая Русса, ул Георгиевская, 9",6.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,31.357234,57.98528,0,0,1,1500,130,11.0,8,1,0,4,34,6,59.99421877633984
2454362,1,Столкновение,0,1,2,1,0,,Старорусский район,"г Старая Русса, ул Георгиевская, 9",7.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,31.357234,57.98528,0,0,1,1200,90,15.0,8,1,0,4,34,6,59.99421877633984
2454365,1,Наезд на пешехода,0,1,2,1,0,Несоответствие скорости конкретным условиям движения,Старорусский район,"Шимск-Старая Русса-Локня-Невель, 23 км",8.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,31.057577,58.142219,0,0,1,1200,100,11.0,8,4,0,7,33,17,44.1010852585956
2454834,0,Наезд на пешехода,0,1,2,1,1,Нарушение правил проезда пешеходного перехода,Старорусский район,"г Старая Русса, ул Дзержинского, 22А",22.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,31.349444,57.999444,0,0,1,1500,130,5.0,10,1,0,4,42,6,58.38693875033658
2449955,1,Наезд на пешехода,0,1,2,1,0,Нарушение правил проезда пешеходного перехода,Солецкий район,"г Сольцы, ул Новгородская, 61б",41.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.344174,58.125543,0,0,1,1200,98,8.0,2,4,0,2,8,5,69.80583294074266
2654963,2,Съезд с дороги,0,1,1,1,1,"Несоответствие скорости конкретным условиям движения, Управление транспортным средством при наличии неисправностей или условий, при которых эксплуатация транспортного средства запрещена, Несоблюдение требований ОСАГО",Солецкий район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 90 км",10.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,30.144167,58.087927,0,0,1,2500,100,9.0,11,1,0,2,47,5,81.62818906265389
2760196,0,Столкновение,0,1,2,1,0,Несоблюдение очередности проезда,Солецкий район,"г Сольцы, ул Полковая, 32",46.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,30.346749,58.127526,0,0,1,1100,70,19.0,9,3,0,4,35,5,69.54875283349621
2760196,1,Столкновение,0,1,2,1,0,,Солецкий район,"г Сольцы, ул Полковая, 32",5.0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,30.346749,58.127526,0,0,1,1400,150,10.0,9,3,0,4,35,5,69.54875283349621
2784522,2,Съезд с дороги,0,1,2,2,0,Несоответствие скорости конкретным условиям движения,Солецкий район,"г Сольцы, ул Заречная, 57",24.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,30.328531,58.116392,0,0,1,1200,87,8.0,11,3,0,5,44,5,71.16275123714219
2667948,1,Столкновение,0,1,3,2,0,Нарушение правил перевозки людей,Солецкий район,"г Сольцы, ул Новгородская, 49",7.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,30.329518,58.12347,0,0,1,1200,75,11.0,12,3,0,3,48,5,70.61643481709314
2667948,0,Столкновение,0,1,3,1,0,Несоблюдение очередности проезда,Солецкий район,"г Сольцы, ул Новгородская, 49",19.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,30.329518,58.12347,0,1,0,1700,150,13.0,12,3,0,3,48,5,70.61643481709314
2948762,1,Столкновение,0,1,2,1,0,,Солецкий район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 62 км",11.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30.530984,58.177837,0,0,1,1300,120,12.0,2,2,0,3,7,13,57.70697097813117
2948762,0,Столкновение,0,1,2,1,1,Несоблюдение очередности проезда,Солецкий район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 62 км",18.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30.530984,58.177837,0,0,1,1500,100,4.0,2,2,0,3,7,13,57.70697097813117
2804250,1,Наезд на пешехода,0,1,2,1,0,Несоответствие скорости конкретным условиям движения,Солецкий район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 63 км",24.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30.525405,58.176355,0,0,1,1300,122,2.0,1,5,1,3,1,13,58.06043532667933
2449582,2,Наезд на пешехода,1,0,2,1,0,Нарушение правил расположения ТС на проезжей части,Солецкий район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 64 км",10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.44951,58.160018,0,0,1,1400,130,10.0,11,1,0,2,48,5,62.60692461082361
2830064,0,Столкновение,0,1,3,2,0,"Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут водитель), Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут пассажир)",Солецкий район,"г Сольцы, пр-кт Советский, 22",2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,30.311773,58.119288,0,0,1,1200,100,20.0,3,4,0,3,11,5,71.71760343117755
2830064,0,Столкновение,0,1,3,1,0,"Нарушение требований дорожных знаков, Несоблюдение очередности проезда, Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут водитель), Другие нарушения ПДД водителем",Солецкий район,"г Сольцы, пр-кт Советский, 22",1.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,30.311773,58.119288,1,0,0,1000,80,21.0,3,4,0,3,11,5,71.71760343117755
2772707,1,Съезд с дороги,0,1,1,1,0,Несоответствие скорости конкретным условиям движения,Солецкий район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 90 км",2.0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,30.14303,58.087553,0,0,1,1200,75,16.0,10,1,0,6,42,5,81.70661476460455
2454145,0,Столкновение,0,1,2,1,0,"Несоблюдение очередности проезда перекрестков, Несоблюдение требований ОСАГО",Солецкий район,"г Сольцы, пр-кт Советский, 13",10.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.31,58.1178,1,0,0,1000,80,17.0,6,5,1,7,22,5,71.90283381021104
2454145,1,Столкновение,0,1,2,1,3,,Солецкий район,"г Сольцы, пр-кт Советский, 13",30.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.31,58.1178,0,0,1,1500,100,7.0,6,5,1,7,22,5,71.90283381021104
2454346,1,Наезд на велосипедиста,0,1,3,2,0,,Солецкий район,"г Сольцы, ул Новгородская, 58а",,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,30.335623,58.123934,1,0,0,1000,80,20.0,8,0,0,6,33,5,70.30680232962737
2455855,1,Столкновение,0,1,3,1,0,Несоблюдение очередности проезда,Солецкий район,"г Сольцы, ул Новгородская, 2А",6.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,30.3167,58.1167,0,0,1,950,90,16.0,7,6,1,3,26,5,71.6759596800269
2455975,2,Столкновение,0,2,3,1,0,Выезд на полосу встречного движения,Солецкий район,"г Сольцы, ул Заречная, 2а",14.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,30.317416,58.11514,1,0,0,1000,80,19.0,7,4,0,6,28,5,71.75391726041015
2455975,1,Столкновение,0,2,3,2,0,,Солецкий район,"г Сольцы, ул Заречная, 2а",21.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,30.317416,58.11514,0,1,0,1700,200,3.0,7,4,0,6,28,5,71.75391726041015
2455980,1,Столкновение,0,5,6,1,1,,Солецкий район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 70 км",4.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.425777,58.145684,1,0,0,8000,400,14.0,7,5,1,3,27,5,64.70153922276172
2455980,2,Столкновение,0,5,6,5,0,"Выезд на полосу встречного движения, Нарушение правил обгона",Солецкий район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 70 км",5.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.425777,58.145684,0,0,1,1500,180,30.0,7,5,1,3,27,5,64.70153922276172
2455006,1,Столкновение,0,1,2,1,0,,Солецкий район,"г Сольцы, ул Новгородская, 25",30.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,30.3167,58.1167,1,0,0,1000,80,7.0,5,5,1,3,20,5,71.6759596800269
2455006,0,Столкновение,0,1,2,1,0,Несоблюдение очередности проезда перекрестков,Солецкий район,"г Сольцы, ул Новгородская, 25",35.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,30.3167,58.1167,0,0,1,1300,100,17.0,5,5,1,3,20,5,71.6759596800269
2451638,2,Столкновение,0,3,7,1,0,Выезд на полосу встречного движения,Солецкий район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 84 км",15.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,30.316667,58.116667,0,0,1,1400,130,2.0,6,5,1,4,24,5,71.67978819296428
2451638,2,Столкновение,0,3,7,6,0,Нарушение правил перевозки детей (не использование детских сидений либо удерживающих устройств),Солецкий район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 84 км",12.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,30.316667,58.116667,0,1,0,1350,130,23.0,6,5,1,4,24,5,71.67978819296428
2450470,1,Наезд на пешехода,0,1,2,1,0,"Несоответствие скорости конкретным условиям движения, Отказ водителя от прохождения медицинского освидетельствования на состояние опьянения",Солецкий район,"д Жильско, ул Центральная, 46",10.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,29.968056,58.066667,0,0,1,1500,130,18.0,3,1,0,6,13,5,91.43166818496036
2451242,0,Наезд на пешехода,0,1,2,1,0,,Солецкий район,"г Сольцы, ул Володарского, 18",12.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,30.307138,58.118795,0,0,1,1200,100,14.0,12,3,0,5,51,5,71.96344012738824
2450030,1,Опрокидывание,0,1,1,1,0,Несоответствие скорости конкретным условиям движения,Солецкий район,"д Гребня, ул Центральная, 49",18.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30.19206,58.033349,0,1,0,1700,150,10.0,12,4,0,4,51,5,83.2642038952144
2451813,0,Наезд на пешехода,0,1,2,1,0,"Несоблюдение условий, разрешающих движение транспорта задним ходом",Солецкий район,,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30.349259,58.126376,0,0,1,1300,120,11.0,3,6,1,4,12,5,69.51694925239151
2450131,1,Столкновение,0,1,3,1,0,,Солецкий район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 64 км",10.0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,32.0,56.0,0,0,1,1200,90,6.0,10,4,0,2,40,8,283.94000053065554
2450131,1,Столкновение,0,1,3,1,0,,Солецкий район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 64 км",10.0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,32.0,56.0,0,0,1,1200,75,9.0,10,4,0,2,40,8,283.94000053065554
2450131,2,Столкновение,0,1,3,1,0,Выезд на полосу встречного движения,Солецкий район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 64 км",,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,32.0,56.0,0,0,1,1500,130,28.0,10,4,0,2,40,8,283.94000053065554
2450969,0,Наезд на пешехода,0,1,2,1,0,,Солецкий район,"г Сольцы, ул Луначарского, 20",11.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,34.022778,58.566667,0,1,0,1100,100,8.0,5,1,0,3,20,1,159.8039531147815
2451101,1,Столкновение,0,1,2,1,0,Несоблюдение очередности проезда перекрестков,Солецкий район,"г Сольцы 2, ул ДОС, 203",10.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,32.0,56.0,0,0,1,1200,98,8.0,3,0,0,3,10,8,283.94000053065554
2451101,2,Столкновение,0,1,2,1,0,,Солецкий район,"г Сольцы 2, ул ДОС, 203",7.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,32.0,56.0,0,0,1,1500,180,23.0,3,0,0,3,10,8,283.94000053065554
2452066,0,Столкновение,0,1,2,1,0,"Несоблюдение очередности проезда перекрестков, Нарушение требований дорожных знаков",Солецкий район,"г Сольцы, ул Новгородская, 38",4.0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,30.3167,58.1167,0,0,1,1300,120,20.0,2,1,0,3,7,5,71.6759596800269
2452066,1,Столкновение,0,1,2,1,0,,Солецкий район,"г Сольцы, ул Новгородская, 38",8.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,30.3167,58.1167,0,1,0,1350,200,28.0,2,1,0,3,7,5,71.6759596800269
2452324,2,Опрокидывание,0,3,4,4,0,"Управление в состоянии переутомления, сон за рулём, Другие нарушения ПДД водителем",Солецкий район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 71 км",10.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.1667,58.3219,0,0,1,1100,90,18.0,8,3,0,4,35,5,68.0066714175037
2452537,2,Наезд на пешехода,1,0,2,1,1,,Солецкий район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 87 км",37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,30.189271,58.099303,1,0,0,12000,500,15.0,10,2,0,6,44,5,78.74989409663716
2452811,0,Столкновение,0,3,4,2,2,Нарушение правил расположения ТС на проезжей части,Солецкий район,"г Сольцы, ул Новгородская, 73",2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.3356,58.1325,0,1,0,1600,80,1.0,9,3,0,5,39,5,69.70567962881209
2452811,1,Столкновение,0,3,4,2,0,,Солецкий район,"г Сольцы, ул Новгородская, 73",2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.3356,58.1325,1,0,0,1400,100,14.0,9,3,0,5,39,5,69.70567962881209
2643260,1,Столкновение,0,2,4,1,1,"Нарушение правил расположения ТС на проезжей части, Несоблюдение бокового интервала",Солецкий район,"д Выбити, ул Речная, 15",5.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.40241,58.071017,1,0,0,1500,100,37.0,10,5,1,3,41,5,71.3672289507239
2505614,1,Наезд на пешехода,0,1,2,1,0,Нарушение правил проезда пешеходного перехода,Солецкий район,"г Сольцы, пр-кт Советский, 35",19.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,30.308136,58.116421,0,0,1,1100,90,13.0,10,1,0,6,42,5,72.08459632521418
2455961,0,Наезд на велосипедиста,0,1,2,1,0,Нарушение правил расположения ТС на проезжей части,Солецкий район,"д Сосновка, ул Цветочная, 25",14.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.239385,58.108021,0,0,1,1200,87,2.0,7,3,0,5,28,5,75.82462200784352
2491636,1,Столкновение,0,1,2,1,0,,Солецкий район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 71 км",7.0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,30.373356,58.1325,0,0,1,1200,100,17.0,7,5,1,6,28,5,67.9947879471991
2491636,0,Столкновение,0,1,2,1,0,"Неправильный выбор дистанции, Употребление водителем алкогольных напитков, наркотических, психотропных или иных одурманивающих веществ после дорожно-транспортного происшествия, к которому он причастен, до проведения освидетельствования с целью установления состояния опьянения или до принятия решения об освобождении от проведения такого освидетельствовани",Солецкий район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 71 км",8.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,30.373356,58.1325,0,0,1,1600,200,9.0,7,5,1,6,28,5,67.9947879471991
2630111,2,Съезд с дороги,1,0,1,1,0,"Несоответствие скорости конкретным условиям движения, Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут водитель)",Солецкий район,"г Сольцы, пр-кт Советский, 39",46.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,30.307117,58.115831,0,1,0,1300,80,22.0,9,3,0,3,37,5,72.17244910432689
2606471,1,Столкновение,0,1,2,1,1,,Солецкий район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 68 км",51.0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,30.449327,58.15995,0,0,1,1400,90,15.0,8,5,1,3,31,5,62.61999878128716
2606471,0,Столкновение,0,1,2,1,0,Несоблюдение очередности проезда,Солецкий район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 68 км",60.0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,30.449327,58.15995,0,1,0,1600,80,35.0,8,5,1,3,31,5,62.61999878128716
2605747,0,Наезд на велосипедиста,0,1,2,1,0,Несоответствие скорости конкретным условиям движения,Солецкий район,"г Сольцы, ул Псковская, 32",,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.292879,58.11187,0,0,1,1200,90,11.0,8,3,0,7,31,5,73.09898064513983
2453233,1,Наезд на препятствие,0,1,1,1,0,Нарушение правил расположения ТС на проезжей части,Солецкий район,,8.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,29.915214,58.053065,0,0,1,1200,90,7.0,6,5,1,5,26,5,94.8534662313168
2453438,1,Столкновение,0,1,2,1,0,,Солецкий район,"г Сольцы, ул Новгородская, 33",6.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,30.3167,58.1167,0,0,1,1400,120,20.0,10,4,0,2,40,5,71.6759596800269
2454241,1,Столкновение,0,1,3,1,1,,Солецкий район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 90 км",27.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30.146796,58.088744,1,0,0,7000,250,2.0,7,1,0,4,28,5,81.45003851280757
2454241,2,Столкновение,0,1,3,2,0,Несоблюдение очередности проезда перекрестков,Солецкий район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 90 км",10.0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30.146796,58.088744,0,0,1,1500,180,27.0,7,1,0,4,28,5,81.45003851280757
2454246,0,Столкновение,0,1,4,2,0,,Солецкий район,"г Сольцы, ул ДОС, 165",6.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,30.346727,58.127515,0,0,1,1300,150,23.0,7,6,1,3,29,5,69.55052776492961
2454246,0,Столкновение,0,1,4,2,0,Несоблюдение очередности проезда перекрестков,Солецкий район,"г Сольцы, ул ДОС, 165",6.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,30.346727,58.127515,0,0,1,1400,150,6.0,7,6,1,3,29,5,69.55052776492961
2454020,0,Наезд на пешехода,0,1,2,1,0,Другие нарушения ПДД водителем,Солецкий район,"д Ёгольник, ул Пригородная, 82",8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32.2667,56.1167,0,1,0,1800,160,11.0,5,4,0,6,18,8,274.15728708494026
2454339,1,Наезд на пешехода,0,1,2,1,0,Нарушение правил проезда пешеходного перехода,Солецкий район,"г Сольцы, ул Новгородская, 77",22.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.347843,58.126201,0,0,1,1500,180,9.0,8,4,0,4,35,5,69.59332557634974
2454349,1,Наезд на пешехода,0,1,2,1,0,Нарушение правил проезда пешеходного перехода,Солецкий район,"г Сольцы, пр-кт Советский, 35",6.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,30.30467,58.113678,0,0,1,1200,90,11.0,8,0,0,5,32,5,72.43527463406359
2452133,0,Наезд на велосипедиста,0,1,3,2,1,,Солецкий район,"г Сольцы, ул Авиаторов, 32",19.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.5333,58.2,1,0,0,8000,400,6.0,5,1,0,4,18,13,55.9847450822734
2455131,0,Столкновение,0,2,4,1,0,"Несоблюдение очередности проезда перекрестков, Отказ водителя от прохождения медицинского освидетельствования на состояние опьянения",Поддорский район,"д Векшино, Шимск-Старая Русса-Локня-Невель, 92 км",9.0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31.208167,57.62569,0,0,1,1500,130,11.0,9,0,0,6,37,6,99.82624936515208
2455131,1,Столкновение,0,2,4,3,0,,Поддорский район,"д Векшино, Шимск-Старая Русса-Локня-Невель, 92 км",9.0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31.208167,57.62569,1,0,0,950,75,15.0,9,0,0,6,37,6,99.82624936515208
2451557,2,Опрокидывание,2,0,2,2,0,Несоответствие скорости конкретным условиям движения,Поддорский район,"Шимск-Старая Русса-Локня-Невель, 107 км",40.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,31.127465,57.502504,0,1,0,1400,80,7.0,11,5,1,0,47,6,113.76742383628391
2450895,2,Съезд с дороги,0,3,3,3,0,"Несоответствие скорости конкретным условиям движения, Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут водитель), Несоблюдение требований ОСАГО, Отказ водителя от прохождения медицинского освидетельствования на состояние опьянения",Поддорский район,"Белебелка-Карабинец, 1 км",10.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,30.15,57.9372,0,1,0,1500,150,13.0,1,6,1,4,52,5,92.40434085617898
2452131,2,Наезд на препятствие,0,3,3,3,0,"Нарушение правил расположения ТС на проезжей части, Несоответствие скорости конкретным условиям движения",Пестовский район,,7.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,35.7297,58.57,0,0,1,1400,110,4.0,5,0,0,4,19,3,258.77840943625426
2654961,2,Столкновение,0,2,4,1,0,Несоблюдение требований ОСАГО,Пестовский район,"Вышний Волочёк-Бежецк-Сонково-Лесное-Пестово, 106 км",5.0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,35.789927,58.579401,0,0,1,1200,90,11.0,11,6,1,4,45,3,262.25804282167434
2654961,1,Столкновение,0,2,4,3,0,Несоблюдение очередности проезда,Пестовский район,"Вышний Волочёк-Бежецк-Сонково-Лесное-Пестово, 106 км",13.0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,35.789927,58.579401,0,1,0,2500,300,8.0,11,6,1,4,45,3,262.25804282167434
2784512,1,Наезд на велосипедиста,0,1,2,1,0,"Неправильный выбор дистанции, Другие нарушения ПДД водителем",Пестовский район,"г Пестово, ул Щербакова, 59",20.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,35.779681,58.595522,1,0,0,950,75,13.0,11,3,0,4,46,3,261.65312246674586
2784523,1,Наезд на пешехода,0,1,2,1,0,,Пестовский район,"г Пестово, ул Устюженское шоссе, 1-А",14.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,35.822843,58.599128,0,1,0,1600,200,4.0,11,2,0,6,46,3,264.1529300988489
